URL,Locality,Furnished,Open fire,Garden Area,Type of property,Terrace,Garden,Price,Subtype of property,Fully equipped kitchen,Surface of the land,Number of facades,State of the building,Surface area of the plot of land,Swimming pool,Living Area,Terrace Area,Number of rooms
https://www.immoweb.be/en/classified/ground-floor/for-sale/forest/1190/10278005,1190 Forest,No,,140,Ground floor,,,325000,Ground floor,Installed,,2,Good,,,,15,1
https://www.immoweb.be/en/classified/duplex/for-sale/puurs-sint-amands/2870/20034605,2870 PUURS-SINT-AMANDS,,,,Duplex,,,325000,Duplex,Hyper equipped,,2,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/20076317,6700 ARLON,,,,Apartment,,,325000,Apartment,Installed,,3,Good,,,,6,2
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20088202,8500 Kortrijk,No,,,Apartment,,,325000,Apartment,Installed,,,To renovate,,,,55,2
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/11028531,9700 Oudenaarde,No,,,Apartment,Yes,,325000,Apartment,,,3,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20157514,9700 Oudenaarde,No,,,Apartment,,,329000,Apartment,,,2,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20184181,8370 BLANKENBERGE,,,,Apartment,,,329000,Apartment,,,,To be done up,,,,40,3
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20204273,8400 Oostende,,,,Apartment,,,349000,Apartment,,,,Good,,,,8,3
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/20190337,8620 Nieuwpoort,Yes,,,Apartment,Yes,,349000,Apartment,Installed,,,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20203719,1080 Molenbeek-Saint-Jean,No,,,Apartment,,,350000,Apartment,,,,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20093715,1050 Ixelles,No,,,Apartment,,,375000,Apartment,Hyper equipped,,2,As new,,,,6,1
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/10805219,9700 Oudenaarde,No,,,Apartment,Yes,,375000,Apartment,,,,Good,,,,,3
https://www.immoweb.be/en/classified/duplex/for-sale/deinze/9800/20190315,9800 Deinze,No,,,Duplex,Yes,,375000,Duplex,Installed,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/watermael-boitsfort/1170/20231244,1170 Watermael-Boitsfort,,,,Apartment,,,395000,Apartment,Installed,,2,Good,,,,5,3
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20059068,9000 Gent,No,,,Apartment,,,399000,Apartment,,,,As new,,,,14,2
https://www.immoweb.be/en/classified/apartment/for-sale/zottegem/9620/20029078,9620 Zottegem,No,,,Apartment,,,399000,Apartment,,,,As new,,,,45,3
https://www.immoweb.be/en/classified/duplex/for-sale/saint-gilles-sint-gillis/1060/20149753,1060 Saint-Gilles - Sint-Gillis,,,,Duplex,,,405000,Duplex,Installed,,2,Good,,,,1square meter,2
https://www.immoweb.be/en/classified/apartment/for-sale/de-haan/8420/20168986,8420 De Haan,No,,,Apartment,Yes,,410000,Apartment,Hyper equipped,,,As new,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/20244147,2000 Antwerp,,,,Apartment,,,419000,Apartment,Installed,,1,Good,,,,30,1
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/20208126,8620 Nieuwpoort,Yes,,,Apartment,Yes,,435000,Apartment,Installed,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-martens-latem/9830/20203901,9830 Sint-Martens-Latem,,,,Apartment,,,445000,Apartment,,,,As new,,,,11,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/20102611,8300 Knokke-Zoute,Yes,,,Apartment,Yes,,525000,Apartment,Hyper equipped,,2,Just renovated,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11440021,9000 Gent,,,,Apartment,,,554893,Apartment,,,,Good,,,,11,2
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20197850,1050 Ixelles,Yes,,,Apartment,,,575000,Apartment,Installed,,2,As new,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/duinbergen/8301/20214497,8301 Duinbergen,Yes,,,Apartment,Yes,,575000,Apartment,Hyper equipped,,3,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/duinbergen/8301/20214496,8301 Duinbergen,Yes,,,Apartment,Yes,,599000,Apartment,Hyper equipped,,2,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/duinbergen/8301/20214389,8301 Duinbergen,Yes,,,Apartment,Yes,,599000,Apartment,Hyper equipped,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11329273,8300 Knokke,No,,,Apartment,Yes,,615000,Apartment,Installed,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/10109051,8300 Knokke-Heist,No,,,Apartment,Yes,,625000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/10058245,8300 Knokke,,,,Apartment,Yes,,625000,Apartment,Installed,,2,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/11241195,1150 Woluwe-Saint-Pierre,No,,50,Apartment,,,645000,Apartment,Hyper equipped,,3,Good,,,,40,3
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2060/2060/20134500,2060 Antwerpen (2060),No,,,Apartment,,,648000,Apartment,Installed,,,Good,,,,12,2
https://www.immoweb.be/en/classified/loft/for-sale/borgerhout/2140/20133345,2140 Borgerhout,No,,,Loft,,,648000,Loft,Installed,,,Good,,,,12,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/braine-lalleud/1420/11414092,1420 Braine-l'Alleud,No,,427,Ground floor,,,690000,Ground floor,Hyper equipped,,3,Good,,,,52,3
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20226255,1050 Ixelles,No,,,Apartment,,,695000,Apartment,Installed,,3,To be done up,,,,35,3
https://www.immoweb.be/en/classified/penthouse/for-sale/knokke/8300/20152729,8300 Knokke,Yes,,,Penthouse,Yes,,695000,Penthouse,Installed,,2,Just renovated,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20224776,8300 Knokke-Heist,Yes,,,Apartment,Yes,,775000,Apartment,Hyper equipped,,2,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/duinbergen/8301/11489491,8301 Duinbergen,No,,,Apartment,,,775000,Apartment,,,,Good,,,,5,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20015813,8300 Knokke,Yes,,,Apartment,Yes,,795000,Apartment,Hyper equipped,,2,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20122667,1050 Ixelles,No,,,Apartment,,,800000,Apartment,,,3,As new,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11028614,8300 Knokke,Yes,,,Apartment,,,815000,Apartment,Hyper equipped,,2,Just renovated,,,,4,3
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2000/2000/20146170,2000 Antwerpen (2000),No,,,Apartment,,,895000,Apartment,Hyper equipped,,,As new,,,,10,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11484324,8300 Knokke,,,,Apartment,Yes,,899000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20198606,8300 Knokke-Heist,,,,Apartment,,,945000,Apartment,,,,Good,,,,76,2
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/20066595,8620 Nieuwpoort,Yes,,,Apartment,Yes,,975000,Apartment,,,,As new,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20153981,8300 Knokke,,,,Apartment,Yes,,995000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/20190533,8620 Nieuwpoort,Yes,,,Apartment,Yes,,1050000,Apartment,Hyper equipped,,,As new,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/10685690,8300 Knokke,Yes,,,Apartment,Yes,,1180000,Apartment,,,,As new,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/11465310,8300 Knokke-Zoute,,,,Apartment,,,1190000,Apartment,Hyper equipped,,,As new,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11032826,8300 Knokke,,,,Apartment,Yes,,1195000,Apartment,Hyper equipped,,,Just renovated,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/duinbergen/8301/11348387,8301 Duinbergen,,,,Apartment,Yes,,1198000,Apartment,,,,Just renovated,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/10519211,8300 Knokke-Heist,,,,Apartment,Yes,,1250000,Apartment,,,,Just renovated,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20225086,8300 Knokke,,,,Apartment,Yes,,1370000,Apartment,,,,As new,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11461944,8300 Knokke,,,,Apartment,Yes,,1375000,Apartment,,,,As new,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11282980,8300 Knokke,Yes,,,Apartment,Yes,,1375000,Apartment,Hyper equipped,,2,As new,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11410051,8300 Knokke-Heist,Yes,,,Apartment,Yes,,1375000,Apartment,Hyper equipped,,2,Just renovated,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11427747,8300 Knokke,,,,Apartment,Yes,,1385000,Apartment,,,2,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/duinbergen/8301/11427746,8301 Duinbergen,,,,Apartment,Yes,,1385000,Apartment,,,2,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11316742,8300 Knokke-Heist,No,,,Apartment,Yes,,1590000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20191704,8300 Knokke,Yes,,,Apartment,,,1595000,Apartment,,,,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11145923,8300 Knokke,,,,Apartment,Yes,,1595000,Apartment,,,,As new,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11292068,8300 Knokke-Heist,Yes,,,Apartment,Yes,,1650000,Apartment,,,,Just renovated,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/10805218,8300 Knokke,,,,Apartment,,,1650000,Apartment,Hyper equipped,,3,Just renovated,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/20153992,8300 Knokke-Zoute,,,,Apartment,Yes,,2790000,Apartment,Installed,,,As new,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/10776308,8300 Knokke,,,,Apartment,Yes,,2990000,Apartment,,,,As new,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/20057126,8300 Knokke-Zoute,Yes,,,Apartment,Yes,,3295000,Apartment,,,,Just renovated,,,,,4
https://www.immoweb.be/en/classified/ground-floor/for-sale/hoboken/2660/20265596,2660 HOBOKEN,,,,Ground floor,,,158000,Ground floor,Installed,,2,To be done up,,,,,1
https://www.immoweb.be/en/classified/loft/for-sale/borgerhout/2140/20264681,2140 Borgerhout,No,,,Loft,,,498000,Loft,Hyper equipped,,,,,,,12,2
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20265778,2000 ANTWERPEN,,,,Apartment,,,725000,Apartment,Installed,,2,,,,,6,2
https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/20140686,1180 Uccle,No,,,Penthouse,,,995000,Penthouse,Hyper equipped,,2,As new,,,,65,5
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20280664,9300 Aalst,No,,,Apartment,Yes,,175000,Apartment,Installed,,,Good,,,,,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/ccn/1030/20271824,1030 CCN,,,,Flat studio,,,180000,Flat studio,,,,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20267040,2018 Antwerpen,No,,,Apartment,,,419900,Apartment,Installed,,2,As new,,,,5,3
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20156736,8370 Blankenberge,Yes,,,Apartment,Yes,,620000,Apartment,,,2,Just renovated,,,,,6
https://www.immoweb.be/en/classified/apartment/for-sale/sint-idesbald/8670/20213478,8670 Sint-Idesbald,,,,Apartment,Yes,,450000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/20293744,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/gent-sint-denijs-westrem/9051/20293762,9051 Gent Sint-Denijs-Westrem,No,,,Ground floor,,,280000,Ground floor,Hyper equipped,,2,As new,,,,12,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/gent-sint-denijs-westrem/9051/20293752,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent-sint-denijs-westrem/9051/20293764,9051 Gent Sint-Denijs-Westrem,No,,,Apartment,,,340000,Apartment,Hyper equipped,,2,As new,,,,12,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent-sint-denijs-westrem/9051/20293753,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent-sint-denijs-westrem/9051/20293767,9051 Gent Sint-Denijs-Westrem,No,,,Apartment,,,390000,Apartment,Hyper equipped,,2,As new,,,,29,3
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20293798,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20293799,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20294143,8400 Oostende,No,,,Apartment,,,157500,Apartment,Installed,,2,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20293959,1050 Ixelles,No,,,Apartment,,,259000,Apartment,Installed,,2,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20294306,1800 Vilvoorde,No,,,Apartment,,,279000,Apartment,Hyper equipped,,2,,,,,4,2
https://www.immoweb.be/en/classified/duplex/for-sale/la-hulpe/1310/20309827,1310 LA HULPE,No,,,Duplex,,,335000,Duplex,Installed,,2,,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20263566,9300 AALST,,,,Apartment,,,279000,Apartment,,,,To be done up,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20261869,9000 Gent,No,,,Apartment,,,395000,Apartment,,,,To be done up,,,,,2
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/leopoldsburg/3970/20236859,3970 Leopoldsburg,,,,Residentie De Krahé,,,From243000To280000,Residentie De Krahé,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/20278401,8800 Roeselare,No,,,Apartment,Yes,,175000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/20278617,8000 Brugge,,,,Apartment,,,389000,Apartment,,,,Good,,,,,4
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20278562,8300 Knokke,,,,Apartment,Yes,,1650000,Apartment,,,,As new,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/ecaussinnes/7190/20286294,7190 Ecaussinnes,No,,,Apartment,,,239000,Apartment,Installed,,2,Good,,,,,4
https://www.immoweb.be/en/classified/apartment/for-sale/verviers/4800/20286260,4800 Verviers,No,,,Apartment,,,259000,Apartment,Installed,,3,Good,,,,12,3
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2020/20286374,2020 Antwerpen,,,,Apartment,,,275000,Apartment,,,,As new,,,,2,2
https://www.immoweb.be/en/classified/duplex/for-sale/bruxelles/1000/20284649,1000 Bruxelles,No,,,Duplex,,,345000,Duplex,Hyper equipped,,2,As new,,,,10,2
https://www.immoweb.be/en/classified/apartment/for-sale/de-panne/8660/20285353,8660 De Panne,No,,,Apartment,Yes,,460000,Apartment,,,,Good,,,,,4
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20280617,8400 Oostende,Yes,,,Apartment,,,279000,Apartment,Hyper equipped,,2,Good,,,,8,2
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20302566,8500 Kortrijk,No,,,Apartment,,,750000,Apartment,,,,,,,,56,3
https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/20211920,8434 Westende,No,,,Apartment,Yes,,320000,Apartment,Hyper equipped,,,Good,,,,,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/oostende/8400/20255712,8400 Oostende,No,,,Flat studio,,,119000,Flat studio,,,,To be done up,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/11378056,8800 Roeselare,No,,,Apartment,Yes,,230000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/merelbeke/9820/20253523,9820 Merelbeke,No,,,Apartment,,,249000,Apartment,Installed,,,To be done up,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20223016,1070 Anderlecht,No,,,Apartment,,,299000,Apartment,Installed,,2,As new,,,,20,2
https://www.immoweb.be/en/classified/apartment/for-sale/booischot/2221/20255709,2221 Booischot,,,,Apartment,Yes,,415000,Apartment,,,,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/lille/2275/20316717,2275 Lille,No,,,Apartment,,,299000,Apartment,,,2,As new,,,,23,3
https://www.immoweb.be/en/classified/apartment/for-sale/herstal/4040/20315822,4040 Herstal,Yes,,,Apartment,,,310000,Apartment,Hyper equipped,,2,As new,,,,16,3
https://www.immoweb.be/en/classified/duplex/for-sale/antwerpen/2000/20316873,2000 Antwerpen,No,,,Duplex,Yes,,409000,Duplex,,,2,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20315764,,No,,,Apartment,,,415000,Apartment,Installed,,2,As new,,,,3,3
https://www.immoweb.be/en/classified/apartment/for-sale/koekelberg/1081/20274462,1081 KOEKELBERG,,,,Apartment,,,315000,Apartment,Semi equipped,,2,To be done up,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20272722,9000 Gent,No,,,Apartment,,,649000,Apartment,,,,,,,,13,3
https://www.immoweb.be/en/classified/penthouse/for-sale/evere/1140/20292343,1140 Evere,,,,Penthouse,,,462000,Penthouse,Hyper equipped,,2,As new,,,,22,3
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20292306,1140 Evere,,,,Apartment,,,475000,Apartment,Hyper equipped,,2,As new,,,,17,3
https://www.immoweb.be/en/classified/apartment/for-sale/sint-pieters-leeuw/1600/20251548,1600 SINT-PIETERS-LEEUW,,,,Apartment,,,219000,Apartment,Installed,,2,Good,,,,7,1
https://www.immoweb.be/en/classified/apartment/for-sale/halle-1500/1500/20247801,1500 Halle (1500),,,,Apartment,,,225000,Apartment,Not installed,,,Good,,,,,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/braine-le-chateau-wauthier-braine/1440/20159446,1440 Braine-le-Château Wauthier-Braine,No,,41,Ground floor,,,319000,Ground floor,Hyper equipped,,4,Good,,,,9,2
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20251702,1000 Bruxelles,Yes,,,Apartment,,,330000,Apartment,,,,As new,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20251504,1030 Schaerbeek,,,,Apartment,,,340000,Apartment,,,2,,,,,2,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20267057,9000 Gent,,,,Apartment,,,309000,Apartment,Installed,,,Good,,,,5,1
https://www.immoweb.be/en/classified/ground-floor/for-sale/leuven/3000/20267353,3000 Leuven,,,95,Ground floor,,,565000,Ground floor,,,,,,,,25,2
https://www.immoweb.be/en/classified/apartment/for-sale/ronse/9600/20272447,9600 Ronse,No,,,Apartment,Yes,,98000,Apartment,Installed,,,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/herstal/4040/20245410,4040 Herstal,No,,,Apartment,,,99900,Apartment,Semi equipped,,,Good,,,,5,1
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20132129,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/uccle/1180/20165046,1180 Uccle,Yes,,,Flat studio,,,175000,Flat studio,Hyper equipped,,2,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/20240519,2060 Antwerpen,No,,,Apartment,,,199900,Apartment,Installed,,2,As new,,,,1square meter,1
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2170/20252898,2170 Antwerpen,No,,,Apartment,,,199900,Apartment,Installed,,2,To renovate,,,,,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/auderghem/1160/20244552,1160 Auderghem,No,,,Ground floor,Yes,,215000,Ground floor,Not installed,,,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/aalter/9880/20200040,9880 Aalter,,,,Apartment,,,217500,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20180442,1060 Saint-Gilles,No,,,Apartment,,,220000,Apartment,Installed,,2,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/brasschaat/2930/20257301,2930 Brasschaat,,,,Apartment,,,225000,Apartment,,,2,To be done up,,,,2,
https://www.immoweb.be/en/classified/apartment/for-sale/brussels/1000/20310282,1000 Brussels,,,,Apartment,,,235000,Apartment,USA installed,,,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2018/2018/20282568,2018 Antwerpen (2018),,,,Apartment,,,239000,Apartment,,,,,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-lambrechts-woluwe/1200/20270682,1200 Sint-Lambrechts-Woluwe,Yes,,,Apartment,,,269000,Apartment,,,,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20284339,1150 Woluwe-Saint-Pierre,No,,,Apartment,,,285000,Apartment,Not installed,,2,To renovate,,,,14,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9050/20270874,9050 Gent,No,,,Apartment,,,290000,Apartment,Installed,,2,Good,,,,10,3
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20148173,1030 Schaerbeek,No,,,Apartment,,,295000,Apartment,Not installed,,2,Good,,,,7,2
https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/20273835,1090 Jette,No,,,Apartment,,,299000,Apartment,Hyper equipped,,2,Just renovated,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20256421,1200 Woluwe-Saint-Lambert,No,,,Apartment,,,299000,Apartment,Installed,,3,To be done up,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20280619,1080 Molenbeek-saint-jean,No,,,Apartment,,,325000,Apartment,Hyper equipped,,2,Good,,,,,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/woluwe-saint-lambert/1200/20259537,1200 Woluwe-Saint-Lambert,,,,Flat studio,,,340000,Flat studio,Installed,,4,As new,,,,5,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20234501,1000 Bruxelles,No,,,Apartment,,,350000,Apartment,Hyper equipped,,3,Good,,,,24,2
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20280675,1080 Molenbeek-saint-jean,No,,,Apartment,,,365000,Apartment,Hyper equipped,,2,Good,,,,160,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/woluwe-saint-lambert/1200/20264656,1200 Woluwe-Saint-Lambert,No,,,Ground floor,,,365000,Ground floor,Installed,,3,As new,,,,13,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20255635,1200 Woluwe-Saint-Lambert,No,,,Apartment,,,375000,Apartment,Hyper equipped,,2,As new,,,,2,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-lambrechts-woluwe/1200/20309976,1200 Sint-Lambrechts-Woluwe,,,,Apartment,,,378000,Apartment,Installed,,,As new,,,,5,2
https://www.immoweb.be/en/classified/duplex/for-sale/sleidinge/9940/20278915,9940 Sleidinge,,,,Duplex,,,399000,Duplex,,,,As new,,,,17,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20178037,1150 Woluwe-Saint-Pierre,No,,25,Apartment,,,445000,Apartment,Installed,,,Good,,,,9,3
https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/20213854,8000 Brugge,No,,,Apartment,,,545000,Apartment,Hyper equipped,,2,Just renovated,,,,,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/auderghem/1160/20237213,1160 Auderghem,No,,120,Ground floor,,,570000,Ground floor,Semi equipped,,2,To be done up,,,,42,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20263897,8300 Knokke,,,,Apartment,,,795000,Apartment,,,,As new,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20280071,9000 Gent,No,,,Apartment,,,875000,Apartment,Hyper equipped,,3,As new,,,,38,2
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20284663,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20284662,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20135600,8300 Knokke,,,,Apartment,,,999999,Apartment,,,,As new,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20250949,2600 Berchem,,,450,Apartment,Yes,,1820000,Apartment,,,2,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20299100,1000 Brussel,No,,,Apartment,,,379000,Apartment,Installed,,4,As new,,,,8,2
https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20299983,9800 Deinze,,,,Apartment,,,405000,Apartment,,,,,,,,28,2
https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20300113,,,,,Apartment,Yes,,35000+975permonth,Apartment,Semi equipped,,2,Good,,,,,1
https://www.immoweb.be/en/classified/ground-floor/for-sale/marche-en-famenne/6900/20298841,6900 Marche-en-Famenne,,,,Ground floor,,,325000,Ground floor,,,,Just renovated,,,,3,3
https://www.immoweb.be/en/classified/duplex/for-sale/gent/9000/20296630,9000 Gent,No,,,Duplex,,,465000,Duplex,Installed,,,As new,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20299159,8300 Knokke-Heist,,,,Apartment,,,815000,Apartment,Hyper equipped,,,Just renovated,,,,5,3
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/comines/7780/20313388,7780 Comines,,,,New real estate project - Apartments,,,From165000To375000,New real estate project - Apartments,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/kruisem/9770/20311485,9770 Kruisem,,,,Postiljon,,,From215000To495000,Postiljon,,,,,,,,,
